GCF_010120345.1,Caudovirales,Drexlerviridae,Hanrivervirus,Escherichia phage haarsle
GCF_010120215.1,Caudovirales,Drexlerviridae,Hanrivervirus,Escherichia phage damhaus
GCF_010120095.1,Caudovirales,Drexlerviridae,Hanrivervirus,Escherichia phage aaroes
GCF_010120335.1,Caudovirales,Drexlerviridae,Hanrivervirus,Escherichia phage grams
GCF_010121105.1,Caudovirales,Drexlerviridae,Hanrivervirus,Escherichia phage vojen
GCF_010120365.1,Caudovirales,Drexlerviridae,Hanrivervirus,Escherichia phage herni
GCF_005892865.1,Caudovirales,Drexlerviridae,Hanrivervirus,Escherichia phage vB_EcoS_G29-2
GCF_011757155.1,Caudovirales,Drexlerviridae,Hanrivervirus,Salmonella phage slyngel
GCF_013133635.1,Caudovirales,Drexlerviridae,Hanrivervirus,Shigella virus 2019SD1
GCF_010120185.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia phage atuna
GCF_010121005.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia phage tonijn
GCF_010121025.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia phage tonnikala
GCF_010121065.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia phage tunus
GCF_010121015.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia phage tonn
GCF_008214025.1,Caudovirales,Drexlerviridae,Warwickvirus,Shigella phage JK16
GCF_009671745.1,Caudovirales,Drexlerviridae,Rtpvirus,Escherichia phage vB_EcoS-12210I
GCF_002630785.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage phi7247PVL
GCF_004768945.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia phage SP15
GCF_005891605.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage PA01
GCF_011756735.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage atrejo
GCF_011757045.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage oselot
GCF_011756755.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage bastian
GCF_011756965.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage fuchur
GCF_011757115.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage rokbiter
GCF_011895175.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage faergetype
GCF_011756805.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage bombadil
GCF_011757035.1,Caudovirales,Demerecviridae,Tequintavirus,Salmonella phage oldekolle
GCF_011756775.1,Caudovirales,Myoviridae,Rosemountvirus,Salmonella phage birk
GCF_011757235.1,Caudovirales,Myoviridae,Rosemountvirus,Salmonella phage yarpen
GCF_011756515.1,Caudovirales,Demerecviridae,Tequintavirus,Phage NBSal005
GCF_011756495.1,Caudovirales,Demerecviridae,Tequintavirus,Phage NBSal003
GCF_011756445.1,Caudovirales,Demerecviridae,Tequintavirus,Phage NBEco002
GCF_011756435.1,Caudovirales,Demerecviridae,Tequintavirus,Phage NBEco001
GCF_011067695.1,Caudovirales,Demerecviridae,Tequintavirus,Salmonella phage L6jm
GCF_011067485.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia phage John316
GCF_011067465.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium phage Cornie
GCF_009860475.1,Caudovirales,Siphoviridae,Unahavirus,Flavobacterium phage vB_FspS_laban6-1
GCF_009800445.1,Caudovirales,Myoviridae,Aphroditevirus,Photobacterium phage PDCC-1
GCF_009672425.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia phage Jellybones
GCF_009388245.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage 1-19
GCF_009296085.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia virus VEc33
GCF_008605725.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage 1-29
GCF_008704675.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage 2-3
GCF_008605645.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage OSY-STA
GCF_008375615.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas virus PA8P1
GCF_007998475.1,Caudovirales,Demerecviridae,Tequintavirus,Salmonella phage Th1
GCF_008000675.1,Caudovirales,Demerecviridae,Tequintavirus,Salmonella virus VSe12
GCF_006965385.1,Caudovirales,Siphoviridae,Samwavirus,Corynebacterium phage Adelaide
GCF_006535715.1,Caudovirales,Siphoviridae,Samwavirus,Corynebacterium phage Lederberg
GCF_006530595.1,Caudovirales,Siphoviridae,Samwavirus,Corynebacterium phage Stiles
GCF_006535815.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium phage ThetaBob
GCF_006530535.1,Caudovirales,Siphoviridae,Samwavirus,Corynebacterium phage Dina
GCF_008227565.1,Caudovirales,Demerecviridae,Tequintavirus,Salmonella phage SE11
GCF_008222785.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage SE24
GCF_007311315.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia phage Beaver
GCF_008946025.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage vB_SenS_SB13
GCF_006965305.1,Caudovirales,Siphoviridae,Samwavirus,Corynebacterium phage StAB
GCF_006864065.1,Caudovirales,Myoviridae,Aphroditevirus,Vibrio phage USC-1
GCF_006530315.1,Caudovirales,Siphoviridae,Woesvirus,Gordonia phage Chelms
GCF_006863005.1,Caudovirales,Myoviridae,Rosemountvirus,Salmonella phage SE13
GCF_005574455.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella phage Sepoy
GCF_005892405.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia phage vB_EcoS_HdH2
GCF_006964105.1,Caudovirales,Myoviridae,Aphroditevirus,Vibrio phage 2 TSL-2019
GCF_004149665.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia phage Sombrero
GCF_004138895.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage vB_PaeM_SCUT-S1
GCF_004015945.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage EPa61
GCF_004008635.1,Caudovirales,Siphoviridae,Barnyardvirus,Mycobacterium phage DrLupo
GCF_003575585.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia phage fp01
GCF_003442995.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium phage Renaud18
GCF_003575645.1,Caudovirales,Siphoviridae,Chivirus,Salmonella phage Siskin
GCF_003369005.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage Eltigre
GCF_003368925.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage Lucielle
GCF_003368905.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage Kawika
GCF_003368785.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage SA345ruMSSAST8
GCF_003575805.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage SA780ruMSSAST101
GCF_003368685.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage SA1014ruMSSAST7
GCF_003308095.1,Caudovirales,Siphoviridae,Rerduovirus,Rhodococcus phage Takoda
GCF_003143175.1,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium phage TChen
GCF_002997455.1,Caudovirales,Podoviridae,Gamaleyavirus,Klebsiella phage KP8
GCF_002997435.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage vB_PaeM_LS1
GCF_002958695.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia phage Adgers
GCF_002958175.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage Likha
GCF_002958165.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage Leyra
GCF_002958205.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage Tadhana
GCF_002958195.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage Pagassa
GCF_002958185.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage PBL1c
GCF_002958135.1,Caudovirales,Siphoviridae,Sitaravirus,Paenibacillus phage BN12
GCF_003850205.1,Caudovirales,Siphoviridae,Chivirus,Salmonella phage KFS-SE1
GCF_002957815.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage phiSa2wa_st22
GCF_002956005.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage SL1
GCF_003522505.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage BrSP1
GCF_002625825.1,Caudovirales,Siphoviridae,Rerduovirus,Rhodococcus phage Hiro
GCF_900604365.1,Caudovirales,Siphoviridae,Chivirus,Salmonella virus YSD1
GCF_005892705.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage R26
GCF_005892685.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas phage R12
GCF_002621065.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage SA7
GCF_002620825.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage IME1361_01
GCF_002989985.1,Caudovirales,Siphoviridae,Chivirus,Salmonella phage BSPM4
GCF_002614905.1,Caudovirales,Myoviridae,Rosemountvirus,Salmonella phage UPF_BP2
GCF_008894185.1,Caudovirales,Siphoviridae,Chivirus,Salmonella phage ST-101
GCF_002618805.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage 3 AJ-2017
GCF_002610875.1,Caudovirales,Myoviridae,Lubbockvirus,Clostridium phage CDKM15
GCF_002610845.1,Caudovirales,Myoviridae,Lubbockvirus,Clostridium phage CDKM9
GCF_002609985.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage P1105
GCF_002607625.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage P630
GCF_002607605.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus phage P282
GCF_002599365.1,Caudovirales,Siphoviridae,Chivirus,Salmonella phage 35
GCF_900178515.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia virus swan01
GCF_900016765.1,Caudovirales,Autographiviridae,Ghunavirus,Pseudomonas virus 17A
GCF_900007805.1,Caudovirales,Autographiviridae,Ghunavirus,Pseudomonas virus shl2
GCF_005892245.1,Caudovirales,Myoviridae,Phapecoctavirus,Escherichia virus Schickermooser
GCF_005892205.1,Caudovirales,Myoviridae,Wifcevirus,Escherichia virus WFC
GCF_005892185.1,Caudovirales,Myoviridae,Wifcevirus,Escherichia virus WFH
GCF_005568555.1,Caudovirales,Myoviridae,Barbavirus,Rheinheimera virus Barba21A
GCF_005568375.1,Caudovirales,Myoviridae,Barbavirus,Rheinheimera virus Barba19A
GCF_005568315.1,Caudovirales,Myoviridae,Barbavirus,Rheinheimera virus Barba18A
GCF_005567735.1,Caudovirales,Myoviridae,Barbavirus,Rheinheimera virus Barba8S
GCF_005567515.1,Caudovirales,Myoviridae,Barbavirus,Rheinheimera virus Barba5S
GCF_005394565.1,Caudovirales,Ackermannviridae,Taipeivirus,Escherichia virus KWBSE43-6
GCF_004800895.1,Caudovirales,Siphoviridae,Kagunavirus,Raoultella virus RP180
GCF_004800385.1,Caudovirales,Autographiviridae,Berlinvirus,Shigella virus A7
GCF_004799885.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus Pharr
GCF_004610715.1,Caudovirales,Autographiviridae,Drulisvirus,Shigella phage HRP29
GCF_004521655.1,Caudovirales,Myoviridae,Derbicusvirus,Erwinia virus Derbicus
GCF_004521615.1,Caudovirales,Autographiviridae,Drulisvirus,Escherichia virus Minorna
GCF_004367775.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus RLP
GCF_004340605.1,Caudovirales,Autographiviridae,Maculvirus,Vibrio virus OWB
GCF_004339065.1,Caudovirales,Siphoviridae,Metamorphoovirus,Microbacterium virus Fireman
GCF_004325275.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus NCA
GCF_004322875.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus GHK3
GCF_004319625.1,Caudovirales,Autographiviridae,Kayfunavirus,Cronobacter virus GW1
GCF_004284875.1,Caudovirales,Podoviridae,Rosenblumvirus,Staphylococcus virus CSA13
GCF_004149105.1,Caudovirales,Siphoviridae,Austintatiousvirus,Streptomyces virus Austintatious
GCF_004146825.1,Caudovirales,Drexlerviridae,Tunavirus,Shigella virus 008
GCF_004146685.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus 123
GCF_004146665.1,Caudovirales,Autographiviridae,Novosibovirus,Providencia phage vB_PstP_Stuart
GCF_004139115.1,Caudovirales,Siphoviridae,Getalongvirus,Gordonia virus Asapag
GCF_004138835.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus 329
GCF_004015545.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus KpKT21phi1
GCF_004015525.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter phage AbKT21phiIII
GCF_004008895.1,Caudovirales,Siphoviridae,Getalongvirus,Gordonia virus Kenna
GCF_004006775.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus Henu1
GCF_003994835.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus Ro45lw
GCF_003991785.1,Caudovirales,Autographiviridae,Kayfunavirus,Enterobacter virus EcpYZU01
GCF_003991685.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Lpa804
GCF_003991665.1,Caudovirales,Autographiviridae,Aerosvirus,Aeromonas virus ZPAH7
GCF_003991625.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia virus 95
GCF_003958825.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KN3-1
GCF_003958805.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KN4-1
GCF_003958785.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KN1-1
GCF_003934415.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus TSK1
GCF_003867515.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Zenivior
GCF_003867495.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Phoria
GCF_003867375.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Koot
GCF_003867355.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Khlen
GCF_003867175.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Clickz
GCF_003865715.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus kpssk3
GCF_003865515.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus Seafire
GCF_003865455.1,Caudovirales,Autographiviridae,Berlinvirus,Yersinia virus PYPS50
GCF_003864175.1,Caudovirales,Podoviridae,Rosenblumvirus,Staphylococcus virus Pabna
GCF_003861675.1,Caudovirales,Autographiviridae,Berlinvirus,Salmonella virus BSP161
GCF_003764565.1,Caudovirales,Autographiviridae,Kotilavirus,Pectobacterium virus PPWS2
GCF_003692375.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Peas
GCF_003692235.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Judy
GCF_003692175.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Eileen
GCF_003692075.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Constance
GCF_003692035.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Bridgette
GCF_003691795.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus STG2
GCF_003668315.1,Caudovirales,Herelleviridae,Schiekvirus,Enterococcus virus EfV12
GCF_003665805.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Bromius
GCF_003665765.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Iacchus
GCF_003614115.1,Caudovirales,Siphoviridae,Getalongvirus,Gordonia virus Getalong
GCF_003613975.1,Caudovirales,Autographiviridae,Teseptimavirus,Enterobacteria virus IME390
GCF_003613955.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus Aci08
GCF_003613915.1,Caudovirales,Myoviridae,Saclayvirus,Acinetobacter virus Aci05
GCF_003613675.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus C5
GCF_003613655.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus N30
GCF_003613395.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus Aci07
GCF_003613375.1,Caudovirales,Myoviridae,Saclayvirus,Acinetobacter virus Aci02-2
GCF_003613355.1,Caudovirales,Myoviridae,Saclayvirus,Acinetobacter virus Aci01-1
GCF_003613335.1,Caudovirales,Myoviridae,Wifcevirus,Escherichia virus FEC19
GCF_003601515.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus IMM002
GCF_003601335.1,Caudovirales,Siphoviridae,Samwavirus,Corynebacterium virus SamW
GCF_003575745.1,Caudovirales,Drexlerviridae,Tlsvirus,Citrobacter virus Sazh
GCF_003575725.1,Caudovirales,Autographiviridae,Vectrevirus,Escherichia virus LL11
GCF_003575705.1,Caudovirales,Autographiviridae,Teetrevirus,Escherichia virus LL2
GCF_003575665.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus Sw2
GCF_003575485.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Nobby
GCF_003575465.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Mysterion
GCF_003575425.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Luksen
GCF_003575405.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Lelidair
GCF_003575385.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Katbat
GCF_003575365.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Gaspode
GCF_003443235.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus NJR15
GCF_003443195.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus NJS2
GCF_003443175.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus TAH8
GCF_003441375.1,Caudovirales,Autographiviridae,Maculvirus,Vibrio virus KF2
GCF_003441355.1,Caudovirales,Autographiviridae,Maculvirus,Vibrio virus KF1
GCF_003369165.1,Caudovirales,Autographiviridae,Kayfunavirus,Shigella virus SFPH2
GCF_003368825.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus NJS1
GCF_003368725.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus Vec13
GCF_003366875.1,Caudovirales,Siphoviridae,Quhwahvirus,Microbacterium phage KaiHaiDragon
GCF_003342575.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus IME321
GCF_003342415.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S124
GCF_003342315.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S147
GCF_003342215.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S133
GCF_003342195.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S132
GCF_003342175.1,Caudovirales,Demerecviridae,Tequintavirus,Salmonella virus S131
GCF_003342135.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S126
GCF_003342035.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S116
GCF_003341995.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S114
GCF_003341975.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S113
GCF_003341475.1,Caudovirales,Autographiviridae,Teseptimavirus,Salmonella virus 3A8767
GCF_003323775.1,Caudovirales,Drexlerviridae,Tunavirus,Shigella virus Sfin1
GCF_003308855.1,Caudovirales,Autographiviridae,Pifdecavirus,Pseudomonas virus PFP1
GCF_003308575.1,Caudovirales,Drexlerviridae,Tunavirus,Escherichia virus BIFF
GCF_003308535.1,Caudovirales,Myoviridae,Phapecoctavirus,Klebsiella virus ZCKP1
GCF_003308215.1,Caudovirales,Siphoviridae,Quhwahvirus,Microbacterium phage Quhwah
GCF_003308035.1,Caudovirales,Siphoviridae,Metamorphoovirus,Microbacterium virus RobsFeet
GCF_003307875.1,Caudovirales,Siphoviridae,Metamorphoovirus,Microbacterium virus Metamorphoo
GCF_003307595.1,Caudovirales,Drexlerviridae,Tlsvirus,Escherichia virus LL5
GCF_003307575.1,Caudovirales,Autographiviridae,Berlinvirus,Escherichia virus S523
GCF_003203715.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus SHKp152234
GCF_003183765.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia virus Gostya9
GCF_003183345.1,Caudovirales,Siphoviridae,Quhwahvirus,Microbacterium phage Paschalis
GCF_003181275.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32
GCF_003181255.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32
GCF_003181235.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32
GCF_003181215.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32
GCF_003147045.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus 15pyo
GCF_003143375.1,Caudovirales,Autographiviridae,Aerosvirus,Aeromonas virus 25AhydR2PP
GCF_003143215.1,Caudovirales,Autographiviridae,Pifdecavirus,Pseudomonas virus 22PfluR64PP
GCF_003094255.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Dagda
GCF_003094075.1,Caudovirales,Drexlerviridae,Tunavirus,Escherichia virus IME18
GCF_003094015.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Alpheus
GCF_003093995.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Achelous
GCF_003093975.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Nerthus
GCF_003093955.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Njord
GCF_003059785.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus 130-113
GCF_003059655.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus PAXYB1
GCF_003031035.1,Caudovirales,Drexlerviridae,Tlsvirus,Salmonella virus PHB07
GCF_003023915.1,Caudovirales,Autographiviridae,Drulisvirus,Klebsiella virus myPSH1235
GCF_002997865.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus Ebrios
GCF_002991165.1,Caudovirales,Autographiviridae,Teseptimavirus,Yersinia virus YpsPG
GCF_002991125.1,Caudovirales,Autographiviridae,Teseptimavirus,Yersinia virus YpPY
GCF_002990945.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia virus SECphi27
GCF_002990805.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS54ocr
GCF_002990765.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS53
GCF_002990725.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS59
GCF_002990525.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS9
GCF_002990235.1,Caudovirales,Ackermannviridae,Taipeivirus,Klebsiella virus KpS110
GCF_002990195.1,Caudovirales,Siphoviridae,Maenadvirus,Lactobacillus virus Maenad
GCF_002989995.1,Caudovirales,Autographiviridae,Drulisvirus,Shigella virus SFN6B
GCF_002958915.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus YZ1
GCF_002958905.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Semele
GCF_002958895.1,Caudovirales,Siphoviridae,Lenusvirus,Lactobacillus virus Nyseid
GCF_002958875.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Bacchae
GCF_002958515.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus HZ2R8
GCF_002958455.1,Caudovirales,Autographiviridae,Ghunavirus,Pseudomonas virus Henninger
GCF_002958405.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia virus Stevefrench
GCF_002958395.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia virus Flakey
GCF_002958375.1,Caudovirales,Autographiviridae,Vectrevirus,Citrobacter CrRp3
GCF_002958295.1,Caudovirales,Podoviridae,Rosenblumvirus,Staphylococcus virus phiAGO13
GCF_002958235.1,Caudovirales,Siphoviridae,Maenadvirus,Lactobacillus virus Satyr
GCF_002958225.1,Caudovirales,Autographiviridae,Eracentumvirus,Erwinia virus S2
GCF_002957955.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus SHKp152410
GCF_002957775.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus KpCol1
GCF_002957485.1,Caudovirales,Ackermannviridae,Taipeivirus,Klebsiella virus Menlow
GCF_002957475.1,Caudovirales,Ackermannviridae,Taipeivirus,Klebsiella virus May
GCF_002957385.1,Caudovirales,Autographiviridae,Vectrevirus,Escherichia virus VEc3
GCF_002957345.1,Caudovirales,Drexlerviridae,Tlsvirus,Salmonella virus YSP2
